gene_model,gene_name,unique_gene_id
KH.L116.72,CD55; SUSD4; SVEP1,Cirobu.g00010805
KH.L116.73,TNFRSF11B; TNFRSF21; TNFRSF6B,Cirobu.g00010806
KH.L116.74,GLOD4,Cirobu.g00010807
KH.L116.75,C16orf72,Cirobu.g00010808
KH.L116.76,KH.L116.76,Cirobu.g00010809
KH.L116.77,DUSP15; DUSP22; STYX,Cirobu.g00010810
KH.L116.78,CD37; CD82; TSPAN17,Cirobu.g00010811
KH.L116.79,NPLOC4,Cirobu.g00010812
KH.L116.8,C22orf15; CXorf65,Cirobu.g00010813
KH.L116.80,FTSJ1; FTSJ3; MRM2,Cirobu.g00010814
KH.L116.81,GTDC1,Cirobu.g00010815
KH.L116.82,FCHO1; FCHO2; GAS7,Cirobu.g00010816
KH.L116.83,ARF1; ARF3; ARF6,Cirobu.g00010817
KH.L116.84,HBB; HBG1; HBG2,Cirobu.g00010818
KH.L116.85,TUBB; TUBB2B; TUBB4B,Cirobu.g00010819
KH.L116.86,TMEM220,Cirobu.g00010820
KH.L116.87,GATM,Cirobu.g00010821
KH.L116.88,HMCN1; THBS1; THBS2,Cirobu.g00010822
KH.L116.89,KH.L116.89,Cirobu.g00010823
KH.L116.9,TTC32; TTC36; TTC6,Cirobu.g00010824
KH.L116.90,TUBB; TUBB2B; TUBB4B,Cirobu.g00010825
KH.L116.91,KH.L116.91,Cirobu.g00010826
KH.L116.92,ATP2A1; ATP2A2; ATP2A3,Cirobu.g00010827
KH.L116.93,KH.L116.93,Cirobu.g00010828
KH.L116.94,CYGB; HBE1; NGB,Cirobu.g00010829
KH.L116.95,RAB30; REM2; RSG1,Cirobu.g00010830
KH.L116.96,CALHM2; CALHM5; CALHM6,Cirobu.g00010831
KH.L116.97,GLIPR1; GLIPR1L1; PI16,Cirobu.g00010832
KH.L116.98,SLC16A12; SLC16A14; SLC16A9,Cirobu.g00010833
KH.L116.99,THAP10; THAP2; THAP3,Cirobu.g00010834
KH.L11.7,RASSF1; RASSF3; RASSF5,Cirobu.g00010676
KH.L117.1,GALNT14; GALNT16; GALNT2,Cirobu.g00010835
KH.L117.2,NEK1; NEK8; NEK9,Cirobu.g00010836
KH.L117.3,CDC45,Cirobu.g00010837
KH.L117.4,KH.L117.4,Cirobu.g00010838
KH.L117.5,KH.L117.5,Cirobu.g00010839
KH.L117.6,KH.L117.6,Cirobu.g00010840
KH.L118.1,PDCD6; PEF1; SRI,Cirobu.g00010841
KH.L118.2,AC010327.1; DNAAF3,Cirobu.g00010842
KH.L118.3,SHANK1; SHANK2; SHANK3,Cirobu.g00010843
KH.L118.4,CTRB1; CTRB2; CTRL,Cirobu.g00010844
KH.L119.1,CDA,Cirobu.g00010845
KH.L119.10,CLSTN1; CLSTN2; CLSTN3,Cirobu.g00010846
KH.L119.11,TUBA1A; TUBA3C; TUBA3D,Cirobu.g00010847
KH.L119.12,FABP1; FABP2; FABP6,Cirobu.g00010848
KH.L119.13,KH.L119.13,Cirobu.g00010849
KH.L119.14,KH.L119.14,Cirobu.g00010850
KH.L119.15,KH.L119.15,Cirobu.g00010851
KH.L119.16,M6PR,Cirobu.g00010852
KH.L119.17,HIPK2; HIPK3; PRPF4B,Cirobu.g00010853
KH.L119.18,CHI3L1; CHIA; CHIT1,Cirobu.g00010854
KH.L119.19,TUBA3C; TUBA3D; TUBA4A,Cirobu.g00010855
KH.L119.2,EPHX2; EPHX3; EPHX4,Cirobu.g00010856
KH.L119.20,KH.L119.20,Cirobu.g00010857
KH.L119.21,POLA1,Cirobu.g00010858
KH.L119.22,POLA1; POLD1; REV3L,Cirobu.g00010859
KH.L119.23,GPX3; GPX5; GPX6,Cirobu.g00010860
KH.L119.24,CFAP45,Cirobu.g00010861
KH.L119.25,CDA,Cirobu.g00010862
KH.L119.26,ALX3; ALX4; ARX,Cirobu.g00010863
KH.L119.27,TMEM126A,Cirobu.g00010864
KH.L119.28,FAM206A,Cirobu.g00010865
KH.L119.29,FCN2; TNC; TNR,Cirobu.g00010866
KH.L119.3,ZNF146; ZNF772; ZSCAN22,Cirobu.g00010867
KH.L119.31,DSP; EPPK1; PLEC,Cirobu.g00010868
KH.L119.32,TUBA1A; TUBA3C; TUBA3D,Cirobu.g00010869
KH.L119.33,FSTL4; NOTCH1; VWDE,Cirobu.g00010870
KH.L119.34,EMP3,Cirobu.g00010871
KH.L119.4,NOL11,Cirobu.g00010872
KH.L119.5,AURKAIP1,Cirobu.g00010873
KH.L119.6,SVBP,Cirobu.g00010874
KH.L119.7,FOXI3; FOXJ2; FOXJ3,Cirobu.g00010875
KH.L119.8,SNX11; SNX12; SNX3,Cirobu.g00010876
KH.L119.9,ATP5MF-PTCD1; PTCD1,Cirobu.g00010877
KH.L120.1,MIGA1; MIGA2,Cirobu.g00010883
KH.L120.2,CA12; CA14; CA2,Cirobu.g00010884
KH.L12.1,KH.L12.1,Cirobu.g00010878
KH.L121.1,AC093525.1; AMDHD2,Cirobu.g00010885
KH.L121.2,GNAL; GNAQ; GNAS,Cirobu.g00010886
KH.L121.3,PNPO,Cirobu.g00010887
KH.L12.2,KH.L12.2,Cirobu.g00010879
KH.L122.1,SRSF12; SRSF2; SRSF8,Cirobu.g00010888
KH.L122.10,DMGDH; L2HGDH,Cirobu.g00010889
KH.L122.11,MTA1; MTA2; MTA3,Cirobu.g00010890
KH.L122.12,SYT14; SYT16; SYT3,Cirobu.g00010891
KH.L122.13,JUNB; JUND; XBP1,Cirobu.g00010892
KH.L122.14,HSPBAP1; JMJD7; KDM8,Cirobu.g00010893
KH.L122.15,POLR1B; POLR2B; POLR3B,Cirobu.g00010894
KH.L122.16,SPICE1,Cirobu.g00010895
KH.L122.2,CLDN1; CLDN4; CLDN7,Cirobu.g00010896
KH.L122.3,COQ6; SQLE,Cirobu.g00010897
KH.L122.4,CDC42BPB; TGFBRAP1; VPS39,Cirobu.g00010898
KH.L122.5,PARN; PNLDC1,Cirobu.g00010899
KH.L122.6,KH.L122.6,Cirobu.g00010900
KH.L122.7,KH.L122.7,Cirobu.g00010901
KH.L122.8,KH.L122.8,Cirobu.g00010902
KH.L122.9,NME5; NME6; NME7,Cirobu.g00010903
KH.L12.3,MAMDC2; MAMDC4; MDGA1,Cirobu.g00010880
KH.L123.1,RPL8,Cirobu.g00010904
KH.L123.2,KH.L123.2,Cirobu.g00010905
KH.L123.3,ZSWIM4; ZSWIM6; ZSWIM8,Cirobu.g00010906
KH.L123.4,SKI; SKIL; SKOR2,Cirobu.g00010907
KH.L123.5,KH.L123.5,Cirobu.g00010908
KH.L123.6,TMTC1; TTC21A; TTC21B,Cirobu.g00010909
KH.L123.7,CTRL; KLK6; KLK8,Cirobu.g00010910
KH.L123.8,GRAP; GRAP2; GRB2,Cirobu.g00010911
KH.L12.4,MAMDC2; MAMDC4; ZAN,Cirobu.g00010881
KH.L124.1,GPC1; GPC4; GPC6,Cirobu.g00010912
KH.L124.10,KH.L124.10,Cirobu.g00010913
KH.L124.11,LRP2; RXFP2; VLDLR,Cirobu.g00010914
KH.L124.12,IMMT,Cirobu.g00010915
KH.L124.13,KH.L124.13,Cirobu.g00010916
KH.L124.14,HECTD2; UBE3B; UBE3C,Cirobu.g00010917
KH.L124.15,LMAN1; LMAN2; LMAN2L,Cirobu.g00010918
KH.L124.16,HSPBP1; SIL1,Cirobu.g00010919
KH.L124.17,KH.L124.17,Cirobu.g00010920
KH.L124.18,C20orf194,Cirobu.g00010921
KH.L124.19,KH.L124.19,Cirobu.g00010922
KH.L124.2,AC023055.1; MKL1; SARNP,Cirobu.g00010923
KH.L124.20,SLC15A1; SLC15A2; SLC15A4,Cirobu.g00010924
KH.L124.21,KH.L124.21,Cirobu.g00010925
KH.L124.3,STIP1; TTC3; TTC31,Cirobu.g00010926
KH.L124.4,KH.L124.4,Cirobu.g00010927
KH.L124.5,GAB2; PLEKHA1; PLEKHA2,Cirobu.g00010928
KH.L124.6,KH.L124.6,Cirobu.g00010929
KH.L124.7,KH.L124.7,Cirobu.g00010930
KH.L124.8,STK32A; STK32B; STK32C,Cirobu.g00010931
KH.L124.9,KH.L124.9,Cirobu.g00010932
KH.L12.5,MATN2; SELE; SELP,Cirobu.g00010882
KH.L125.1,LIPT2,Cirobu.g00010933
KH.L125.2,KH.L125.2,Cirobu.g00010934
KH.L125.3,KH.L125.3,Cirobu.g00010935
KH.L125.4,CALM2; CALML3; EFCAB6,Cirobu.g00010936
KH.L125.5,NARF; NARFL,Cirobu.g00010937
KH.L126.1,KH.L126.1,Cirobu.g00010938
KH.L126.10,MYO5A; MYO5B; MYO5C,Cirobu.g00010939
KH.L126.11,CDYL; CDYL2; ECI2,Cirobu.g00010940
KH.L126.12,APEH,Cirobu.g00010941
KH.L126.13,CPNE1; CPNE2; CPNE3,Cirobu.g00010942
KH.L126.2,JAG1; NOTCH2; NOTCH4,Cirobu.g00010943
KH.L126.3,TNFSF14,Cirobu.g00010944
KH.L126.4,KH.L126.4,Cirobu.g00010945
KH.L126.5,CENPL,Cirobu.g00010946
KH.L126.6,DNAL4; DYNLL1; DYNLL2,Cirobu.g00010947
KH.L126.7,APEH; DPP9; PREP,Cirobu.g00010948
KH.L126.8,CNDP1; CNDP2,Cirobu.g00010949
KH.L126.9,SNX4; SNX7; SNX8,Cirobu.g00010950
KH.L127.1,PPP1R21,Cirobu.g00010951
KH.L127.2,PHTF1; PHTF2,Cirobu.g00010952
KH.L127.3,SRRD,Cirobu.g00010953
KH.L128.1,AK2; AK7; AK8,Cirobu.g00010954
KH.L128.10,CLEC3A; COLEC10; NCAN,Cirobu.g00010955
KH.L128.11,DNMT3A; DNMT3B; DNMT3L,Cirobu.g00010956
KH.L128.12,HOXA3; HOXB3; MNX1,Cirobu.g00010957
KH.L128.13,KH.L128.13,Cirobu.g00010958
KH.L128.2,FURIN; PCSK1; PCSK2,Cirobu.g00010959
KH.L128.3,KH.L128.3,Cirobu.g00010960
KH.L128.4,KH.L128.4,Cirobu.g00010961
KH.L128.5,NIN; NINL,Cirobu.g00010962
KH.L128.6,KH.L128.6,Cirobu.g00010963
KH.L128.7,KH.L128.7,Cirobu.g00010964
KH.L128.8,KH.L128.8,Cirobu.g00010965
KH.L128.9,KH.L128.9,Cirobu.g00010966
KH.L129.1,ANK3; ANKRD30B; ANKRD54,Cirobu.g00010967
KH.L129.10,KH.L129.10,Cirobu.g00010968
KH.L129.2,TSG101; UEVLD,Cirobu.g00010969
KH.L129.3,CC2D1A; CC2D1B,Cirobu.g00010970
KH.L129.4,KH.L129.4,Cirobu.g00010971
KH.L129.5,TSG101; UEVLD,Cirobu.g00010972
KH.L129.6,TERT,Cirobu.g00010973
KH.L129.7,SHMT1; SHMT2,Cirobu.g00010974
KH.L129.8,KH.L129.8,Cirobu.g00010975
KH.L129.9,KH.L129.9,Cirobu.g00010976
KH.L130.1,ITGA3; ITGA6; ITGA7,Cirobu.g00011013
KH.L130.10,KH.L130.10,Cirobu.g00011014
KH.L130.11,CYTH1; CYTH2; CYTH3,Cirobu.g00011015
KH.L130.12,PTPRA; PTPRE; PTPRS,Cirobu.g00011016
KH.L130.2,ELMO1; ELMO2; ELMO3,Cirobu.g00011017
KH.L130.3,CCDC89,Cirobu.g00011018
KH.L130.4,KLHL10; KLHL12; KLHL3,Cirobu.g00011019
KH.L130.5,HDDC2,Cirobu.g00011020
KH.L130.6,HEY1; HEY2; HEYL,Cirobu.g00011021
KH.L130.7,MFSD11; UNC93A,Cirobu.g00011022
KH.L130.8,KH.L130.8,Cirobu.g00011023
KH.L130.9,PRC1,Cirobu.g00011024
KH.L13.1,AMACR; SUGCT,Cirobu.g00010977
KH.L13.10,HSD3B1; HSD3B2; HSD3B7,Cirobu.g00010978
KH.L13.11,GNPTAB; NOTCH2; NOTCH3,Cirobu.g00010979
KH.L131.1,TMEM42,Cirobu.g00011025
KH.L131.10,MFSD6; MFSD6L; MFSD9,Cirobu.g00011026
KH.L131.11,KH.L131.11,Cirobu.g00011027
KH.L131.12,KAT5; KAT6A; KAT7,Cirobu.g00011028
KH.L131.13,TEKT3; TEKT4; TEKT5,Cirobu.g00011029
KH.L131.14,KH.L131.14,Cirobu.g00011030
KH.L131.15,PSMG2,Cirobu.g00011031
KH.L131.16,MATN1; MATN2; MATN4,Cirobu.g00011032
KH.L131.17,CUZD1; TECTA; UMOD,Cirobu.g00011033
KH.L13.12,EML1; EML2; EML4,Cirobu.g00010980
KH.L131.2,TOP1; TOP1MT,Cirobu.g00011034
KH.L13.13,KH.L13.13,Cirobu.g00010981
KH.L131.3,C15orf65; C9orf116,Cirobu.g00011035
KH.L13.14,EEF1A1; EEF1A2; TUFM,Cirobu.g00010982
KH.L131.4,GALNT1; GALNT13; GALNT2,Cirobu.g00011036
KH.L13.15,ATAD5; CHTF18; RFC1,Cirobu.g00010983
KH.L131.5,RPS6KA2; RPS6KB1; RPS6KB2,Cirobu.g00011037
KH.L13.16,RASGRF1; SOS1; SOS2,Cirobu.g00010984
KH.L131.6,PCYT1A; PCYT1B; PCYT2,Cirobu.g00011038
KH.L13.17,RBM14; RBM4; RBM4B,Cirobu.g00010985
KH.L131.7,SELENOF,Cirobu.g00011039
KH.L13.18,KH.L13.18,Cirobu.g00010986
KH.L131.8,SAP30BP,Cirobu.g00011040
KH.L13.19,PRMT5,Cirobu.g00010987
KH.L131.9,DNAH2; DNAH5; DNAH8,Cirobu.g00011041
KH.L13.2,CORIN; HSPG2; LRP2,Cirobu.g00010988
KH.L13.20,MORN3; RSPH10B; RSPH10B2,Cirobu.g00010989
KH.L13.21,FEZ1; FEZ2,Cirobu.g00010990
KH.L132.1,KLHL12; KLHL2; KLHL3,Cirobu.g00011042
KH.L132.10,METAP1; METAP1D; XPNPEP3,Cirobu.g00011043
KH.L132.11,KH.L132.11,Cirobu.g00011044
KH.L132.12,PAN2; REXO4,Cirobu.g00011045
KH.L132.13,KH.L132.13,Cirobu.g00011046
KH.L132.14,KH.L132.14,Cirobu.g00011047
KH.L132.15,SLC24A2; SLC24A3; SLC24A4,Cirobu.g00011048
KH.L132.16,MATN2; MATN3; MATN4,Cirobu.g00011049
KH.L132.17,HOXA10; HOXC10; HOXD10,Cirobu.g00011050
KH.L132.18,BICDL1; CDR2L; SPDL1,Cirobu.g00011051
KH.L132.19,KLHL12; KLHL2; KLHL3,Cirobu.g00011052
KH.L13.22,ACACA; ACACB,Cirobu.g00010991
KH.L132.2,KH.L132.2,Cirobu.g00011053
KH.L13.23,HSD3B1; HSD3B2; HSD3B7,Cirobu.g00010992
KH.L132.3,KH.L132.3,Cirobu.g00011054
KH.L13.24,FOXN1; FOXN2; FOXN3,Cirobu.g00010993
KH.L132.4,FBN1; MATN2; MEGF6,Cirobu.g00011055
KH.L13.25,ACACA; ACACB,Cirobu.g00010994
KH.L132.5,CDV3,Cirobu.g00011056
KH.L13.26,FBXO34; FBXO46,Cirobu.g00010995
KH.L132.6,CPA1; CPA2; CPA5,Cirobu.g00011057
KH.L13.27,P4HB; PDIA3; PDIA4,Cirobu.g00010996
KH.L132.7,NDUFS6,Cirobu.g00011058
KH.L13.28,NELFCD,Cirobu.g00010997
KH.L132.8,ATG16L1; ATG16L2,Cirobu.g00011059
KH.L13.29,DNAH11; DNAH17; DNAH9,Cirobu.g00010998
KH.L132.9,NEMF,Cirobu.g00011060
KH.L13.3,KTN1; RRBP1,Cirobu.g00010999
KH.L13.30,KH.L13.30,Cirobu.g00011000
KH.L13.31,KH.L13.31,Cirobu.g00011001
KH.L133.1,ING2; ING4; ING5,Cirobu.g00011061
KH.L133.10,KH.L133.10,Cirobu.g00011062
KH.L133.11,TMEM248,Cirobu.g00011063
KH.L133.12,AGK; CERK; SPHK1,Cirobu.g00011064
KH.L133.13,CHCHD7,Cirobu.g00011065
KH.L13.32,NUDT14; NUDT5,Cirobu.g00011002
KH.L133.2,PTH1R; PTH2R; SCTR,Cirobu.g00011066
KH.L13.33,HNRNPF; RBM12; RBM12B,Cirobu.g00011003
KH.L133.3,KH.L133.3,Cirobu.g00011067
KH.L13.34,PGPEP1; PGPEP1L,Cirobu.g00011004
KH.L133.4,KH.L133.4,Cirobu.g00011068
KH.L13.35,KH.L13.35,Cirobu.g00011005
KH.L133.5,UBAC1; USP13; USP5,Cirobu.g00011069
KH.L13.36,KH.L13.36,Cirobu.g00011006
KH.L133.6,ALK; LTK; ROS1,Cirobu.g00011070
KH.L133.7,MAP7,Cirobu.g00011071
KH.L133.8,HERC2; RCBTB1; RCBTB2,Cirobu.g00011072
KH.L133.9,RPS8,Cirobu.g00011073
KH.L13.4,AGAP3; GIT1; GIT2,Cirobu.g00011007
KH.L134.1,PDCD6; PEF1; SRI,Cirobu.g00011074
KH.L134.10,KH.L134.10,Cirobu.g00011075
KH.L134.11,SLC7A6; SLC7A7; SLC7A9,Cirobu.g00011076
KH.L134.13,SLC13A1; SLC13A3; SLC13A5,Cirobu.g00011077
KH.L134.14,KH.L134.14,Cirobu.g00011078
KH.L134.15,UNC93A,Cirobu.g00011079
KH.L134.16,KH.L134.16,Cirobu.g00011080
KH.L134.17,TANGO6,Cirobu.g00011081
KH.L134.18,PARP10; PARP12; PARP14,Cirobu.g00011082
KH.L134.19,ADGRG7; ADGRL3; ADGRL4,Cirobu.g00011083
KH.L134.2,PAF1,Cirobu.g00011084
KH.L134.20,IPO4; IPO5; RANBP6,Cirobu.g00011085
KH.L134.21,SLC2A1; SLC2A4; SLC2A9,Cirobu.g00011086
KH.L134.22,PIP4K2A; PIP4K2B,Cirobu.g00011087
KH.L134.23,IL17B; IL17C; IL17D,Cirobu.g00011088
KH.L134.24,KH.L134.24,Cirobu.g00011089
KH.L134.25,MRPL27,Cirobu.g00011090
KH.L134.26,HELZ2,Cirobu.g00011091
KH.L134.27,KH.L134.27,Cirobu.g00011092
KH.L134.28,KH.L134.28,Cirobu.g00011093
KH.L134.29,KH.L134.29,Cirobu.g00011094
KH.L134.3,KH.L134.3,Cirobu.g00011095
KH.L134.30,GSTM1; GSTM3; GSTM4,Cirobu.g00011096
KH.L134.31,SLC2A1; SLC2A5; SLC2A9,Cirobu.g00011097
KH.L134.4,CDY1; CDY1B; CDYL,Cirobu.g00011098
KH.L134.5,NDOR1; NOS2; POR,Cirobu.g00011099
KH.L134.6,GSTM1; GSTM3; GSTM4,Cirobu.g00011100
KH.L134.7,KH.L134.7,Cirobu.g00011101
KH.L134.8,GSTM3; GSTM4; GSTM5,Cirobu.g00011102
KH.L134.9,HELZ2; MOV10; UPF1,Cirobu.g00011103
KH.L13.5,PIP4P1; PIP4P2,Cirobu.g00011008
KH.L135.1,UNC79,Cirobu.g00011104
KH.L135.2,DDX3X; DDX3Y; DDX4,Cirobu.g00011105
KH.L135.3,NOXRED1; PYCR3,Cirobu.g00011106
KH.L135.4,BSG; HMCN1; NPTN,Cirobu.g00011107
KH.L135.5,VRTN,Cirobu.g00011108
KH.L13.6,MTHFD1; MTHFD1L; MTHFD2L,Cirobu.g00011009
KH.L136.1,KH.L136.1,Cirobu.g00011109
KH.L136.2,KH.L136.2,Cirobu.g00011110
KH.L136.3,KH.L136.3,Cirobu.g00011111
KH.L136.4,KH.L136.4,Cirobu.g00011112
KH.L13.7,AC011448.1; NAXE; YJEFN3,Cirobu.g00011010
KH.L137.1,ALDH1L2; GART; MTFMT,Cirobu.g00011113
KH.L137.2,RNF139; RNF145; SYVN1,Cirobu.g00011114
KH.L137.3,ATAD1; FIGNL1,Cirobu.g00011115
KH.L137.4,MFSD13A,Cirobu.g00011116
KH.L137.5,NYNRIN; RTL1,Cirobu.g00011117
KH.L137.6,B4GALT1; B4GALT7,Cirobu.g00011118
KH.L137.7,B4GALT1; B4GALT4; B4GALT7,Cirobu.g00011119
KH.L13.8,KH.L13.8,Cirobu.g00011011
KH.L138.1,PLCB1; PLCB3; PLCB4,Cirobu.g00011120
KH.L138.2,USP36; USP53; USP54,Cirobu.g00011121
KH.L13.9,PIF1,Cirobu.g00011012
KH.L139.1,KH.L139.1,Cirobu.g00011122
KH.L139.10,SLC25A21; SLC25A40; SLC25A44,Cirobu.g00011123
KH.L139.11,SLC22A1; SLC22A13; SLC22A3,Cirobu.g00011124
KH.L139.12,ABL1; SYK; ZAP70,Cirobu.g00011125
KH.L139.13,DCAF7; GRWD1; WDR59,Cirobu.g00011126
KH.L139.14,EEF1A1; EEF1A2; HBS1L,Cirobu.g00011127
KH.L139.15,FBN1; HMCN1; LTBP4,Cirobu.g00011128
KH.L139.16,SLC22A15,Cirobu.g00011129
KH.L139.17,CCNB1; CCNB2; CCNB3,Cirobu.g00011130
KH.L139.18,AC113554.1; ACE; ACE2,Cirobu.g00011131
KH.L139.19,KH.L139.19,Cirobu.g00011132
KH.L139.2,EEF1A1; EEF1A2; HBS1L,Cirobu.g00011133
KH.L139.20,SLC22A13; SLC22A23; SLC22A8,Cirobu.g00011134
KH.L139.21,KH.L139.21,Cirobu.g00011135
KH.L139.22,KH.L139.22,Cirobu.g00011136
KH.L139.23,KH.L139.23,Cirobu.g00011137
KH.L139.24,ADORA2A; GPR22; MCHR1,Cirobu.g00011138
KH.L139.25,ADAMTS12; ADAMTS7; ADAMTS9,Cirobu.g00011139
KH.L139.26,FBN1; FBN3; LTBP4,Cirobu.g00011140
KH.L139.3,LHCGR; RXFP2; TSHR,Cirobu.g00011141
KH.L139.4,KH.L139.4,Cirobu.g00011142
KH.L139.5,COG5,Cirobu.g00011143
KH.L139.6,KH.L139.6,Cirobu.g00011144
KH.L139.7,KH.L139.7,Cirobu.g00011145
KH.L139.8,KH.L139.8,Cirobu.g00011146
KH.L139.9,EEF1A1; EEF1A2; HBS1L,Cirobu.g00011147
KH.L140.1,KH.L140.1,Cirobu.g00011151
KH.L140.10,KH.L140.10,Cirobu.g00011152
KH.L140.11,KH.L140.11,Cirobu.g00011153
KH.L140.2,KAZN; PPFIA1; PPFIA3,Cirobu.g00011154
KH.L140.3,CEACAM20,Cirobu.g00011155
KH.L140.4,HAL,Cirobu.g00011156
KH.L140.5,CMTM4; CMTM7; PLP2,Cirobu.g00011157
KH.L140.6,FLVCR1; FLVCR2; SLC49A3,Cirobu.g00011158
KH.L140.7,AL049697.1; CFAP206,Cirobu.g00011159
KH.L140.8,EFCAB12,Cirobu.g00011160
KH.L140.9,C20orf85; C2orf50,Cirobu.g00011161
KH.L14.1,EPB41L5; MYLIP; PTPN4,Cirobu.g00011148
KH.L141.1,MAPKAP1,Cirobu.g00011162
KH.L141.10,KH.L141.10,Cirobu.g00011163
KH.L141.11,DUOXA1; DUOXA2,Cirobu.g00011164
KH.L141.12,KH.L141.12,Cirobu.g00011165
KH.L141.13,OPRL1; SSTR2; SSTR5,Cirobu.g00011166
KH.L141.14,PAQR5; PAQR7; PAQR8,Cirobu.g00011167
KH.L141.15,KH.L141.15,Cirobu.g00011168
KH.L141.16,NLRP12; NLRP3; NOD1,Cirobu.g00011169
KH.L141.18,KH.L141.18,Cirobu.g00011170
KH.L141.19,TUBB2A; TUBB2B; TUBE1,Cirobu.g00011171
KH.L141.2,ELOVL3; ELOVL6; ELOVL7,Cirobu.g00011172
KH.L141.20,KH.L141.20,Cirobu.g00011173
KH.L141.21,KH.L141.21,Cirobu.g00011174
KH.L141.22,AOAH; PSAP; PSAPL1,Cirobu.g00011175
KH.L141.23,KH.L141.23,Cirobu.g00011176
KH.L141.24,KH.L141.24,Cirobu.g00011177
KH.L141.25,ZSCAN20; ZSCAN29,Cirobu.g00011178
KH.L141.26,KH.L141.26,Cirobu.g00011179
KH.L141.27,TM6SF1; TM6SF2,Cirobu.g00011180
KH.L141.28,PDAP1,Cirobu.g00011181
KH.L141.29,RPL27,Cirobu.g00011182
KH.L141.3,KH.L141.3,Cirobu.g00011183
KH.L141.30,NKAP; NKAPL,Cirobu.g00011184
KH.L141.31,GULP1; LDLRAP1; NUMBL,Cirobu.g00011185
KH.L141.32,ADRA1B; ADRB1; CNR1,Cirobu.g00011186
KH.L141.33,EML1; EML2; EML4,Cirobu.g00011187
KH.L141.34,KH.L141.34,Cirobu.g00011188
KH.L141.35,PLCXD1; PLCXD2; PLCXD3,Cirobu.g00011189
KH.L141.36,KH.L141.36,Cirobu.g00011190
KH.L141.37,DVL1; DVL2; DVL3,Cirobu.g00011191
KH.L141.38,NUP35,Cirobu.g00011192
KH.L141.39,ACVR2A; ACVR2B; TGFBR2,Cirobu.g00011193
KH.L141.4,KH.L141.4,Cirobu.g00011194
KH.L141.40,AGMO; SC5D,Cirobu.g00011195
KH.L141.41,CTDSP1; CTDSPL; CTDSPL2,Cirobu.g00011196
KH.L141.42,CILP2; MUC5AC; MUC5B,Cirobu.g00011197
KH.L141.43,SLC35G2; SLC35G3; SLC35G6,Cirobu.g00011198
KH.L141.44,C1orf198,Cirobu.g00011199
KH.L141.45,KH.L141.45,Cirobu.g00011200
KH.L141.46,CFAP221; CFAP65; DLEC1,Cirobu.g00011201
KH.L141.47,KH.L141.47,Cirobu.g00011202
KH.L141.48,PER2,Cirobu.g00011203
KH.L141.49,KH.L141.49,Cirobu.g00011204
KH.L141.5,GGPS1; PDSS1; PDSS2,Cirobu.g00011205
KH.L141.50,KH.L141.50,Cirobu.g00011206
KH.L141.52,TMEM189-UBE2V1; UBE2V1; UBE2V2,Cirobu.g00011207
KH.L141.53,HSPA1A; HSPA1B; HSPA8,Cirobu.g00011208
KH.L141.54,KH.L141.54,Cirobu.g00011209
KH.L141.55,AC113554.1; ACE; ACE2,Cirobu.g00011210
KH.L141.56,CDC40; WDR25; WDR5,Cirobu.g00011211
KH.L141.57,KH.L141.57,Cirobu.g00011212
KH.L141.58,SLC30A9; XPA,Cirobu.g00011213
KH.L141.59,CHST1; CHST2; CHST3,Cirobu.g00011214
KH.L141.6,CMIP,Cirobu.g00011215
KH.L141.60,CALCOCO1; CALCOCO2; TAX1BP1,Cirobu.g00011216
KH.L141.61,CFP; HMCN1; THBS1,Cirobu.g00011217
KH.L141.62,KH.L141.62,Cirobu.g00011218
KH.L141.63,CILP; CILP2; MUC5AC,Cirobu.g00011219
KH.L141.64,KH.L141.64,Cirobu.g00011220
KH.L141.65,KH.L141.65,Cirobu.g00011221
KH.L141.66,LCMT1; LCMT2,Cirobu.g00011222
KH.L141.67,KH.L141.67,Cirobu.g00011223
KH.L141.68,KH.L141.68,Cirobu.g00011224
KH.L141.69,FUT3; FUT5; FUT6,Cirobu.g00011225
KH.L141.7,KH.L141.7,Cirobu.g00011226
KH.L141.70,KATNB1; POC1A; POC1B,Cirobu.g00011227
KH.L141.71,LTF; MELTF; TF,Cirobu.g00011228
KH.L141.72,KH.L141.72,Cirobu.g00011229
KH.L141.73,KH.L141.73,Cirobu.g00011230
KH.L141.74,MED17,Cirobu.g00011231
KH.L141.75,KH.L141.75,Cirobu.g00011232
KH.L141.77,TMEM39A; TMEM39B,Cirobu.g00011233
KH.L141.8,ATP1B1; ATP1B2; ATP1B3,Cirobu.g00011234
KH.L141.9,KH.L141.9,Cirobu.g00011235
KH.L14.2,SLC28A1; SLC28A2; SLC28A3,Cirobu.g00011149
KH.L142.1,KH.L142.1,Cirobu.g00011236
KH.L142.10,ARF1; ARL10; ARL3,Cirobu.g00011237
KH.L142.11,KH.L142.11,Cirobu.g00011238
KH.L142.12,KH.L142.12,Cirobu.g00011239
KH.L142.13,KH.L142.13,Cirobu.g00011240
KH.L142.14,EMX1; EMX2; VAX1,Cirobu.g00011241
KH.L142.15,KH.L142.15,Cirobu.g00011242
KH.L142.16,KH.L142.16,Cirobu.g00011243
KH.L142.17,ADGRG2; ADGRG6; ADGRG7,Cirobu.g00011244
KH.L142.18,KH.L142.18,Cirobu.g00011245
KH.L142.19,KH.L142.19,Cirobu.g00011246
KH.L142.2,ANK1; ANKRD28; TRPA1,Cirobu.g00011247
